1864,Mikanai,84.37918,27.56842,162,1
1865,Mikanai,84.37918,27.56842,162,1
1866,Mikanai,84.54007,27.87562,270,1
1867,Mikanai,84.53905,27.87542,273,1
1868,Mikanai,84.55015,28.01905,484,1
1869,Mikanai,84.5579,28.0153,485,1
1870,Mikanai,84.5392,27.87557,267,1
1871,Mikanai,84.53932,27.87568,264,1
1872,Mikanai,84.53905,27.88645,297,1
1873,Mikanai,84.49412,27.92415,342,1
1874,Mikanai,84.4942,27.92427,340,1
1875,Mikanai,84.49443,27.9246,338,1
1876,Mikanai,84.99422,27.79925,405,1
1877,Mikanai,84.8249,27.8095,400,1
1878,Mikanai,84.82613,27.8105,410,1
1879,Mikanai,84.87562,27.8984,541,1
1880,Mikanai,84.87623,27.89903,547,1
1881,Mikanai,84.87622,27.9016,555,1
1882,Mikanai,84.8717,27.80093,371,1
1883,Mikanai,84.56741,27.60997,187,1
1884,Mikanai,84.56577,27.61159,179,1
1885,Mikanai,84.56315,27.61196,169,1
1886,Mikanai,84.5626,27.61196,168,1
1887,Mikanai,84.56199,27.61091,182,1
1888,Mikanai,84.56125,27.61734,178,1
1889,Mikanai,84.56032,27.61999,174,1
1890,Mikanai,84.56252,27.61885,178,1
1891,Mikanai,84.56565,27.62243,178,1
1892,Mikanai,84.56943,27.62495,176,1
1893,Mikanai,84.43591,27.68026,190,1
1894,Mikanai,84.43707,27.68011,191,1
1895,Mikanai,84.44983,27.67838,184,1
1896,Mikanai,84.45052,27.68018,186,1
1897,Mikanai,84.51225,27.62188,176,1
1898,Mikanai,84.45256,27.68461,183,1
1899,Mikanai,84.51041,27.6299,175,1
1900,Mikanai,84.51198,27.63925,179,1
1901,Mikanai,84.5098,27.63939,180,1
1902,Mikanai,84.51261,27.63941,185,1
1903,Mikanai,84.4918,27.63195,177,1
1904,Mikanai,84.49006,27.63073,162,1
1905,Mikanai,84.48973,27.62972,164,1
1906,Mikanai,84.45459,27.66022,176,1
1907,Mikanai,84.45476,27.65997,196,1
1908,Mikanai,84.43591,27.68026,190,1
1909,Mikanai,84.43707,27.68011,191,1
1910,Mikanai,84.44983,27.67838,184,1
1911,Mikanai,84.45052,27.68018,186,1
1912,Mikanai,84.51225,27.62188,176,1
1913,Mikanai,84.45256,27.68461,183,1
1914,Mikanai,84.51041,27.6299,175,1
1915,Mikanai,84.51198,27.63925,179,1
1916,Mikanai,84.5098,27.63939,180,1
1917,Mikanai,84.51261,27.63941,185,1
1918,Mikanai,84.4918,27.63195,177,1
1919,Mikanai,84.49006,27.63073,162,1
1920,Mikanai,84.48973,27.62972,164,1
1921,Mikanai,84.45459,27.66022,176,1
1922,Mikanai,84.45476,27.65997,196,1
1923,Mikanai,85.03226,27.4123,417,1
1924,Mikanai,85.0289,27.4219,438,1
1925,Mikanai,85.0292,27.4219,438,1
1926,Mikanai,85.02557,27.41427,424,1
1927,Mikanai,85.02618,27.41432,422,1
1928,Mikanai,85.02531,27.41446,424,1
1929,Mikanai,85.02432,27.41461,414,1
1930,Mikanai,85.0232,27.41501,416,1
1931,Mikanai,85.05007,27.41195,429,1
1932,Mikanai,85.05022,27.41175,431,1
1933,Mikanai,85.05007,27.41195,429,1
1934,Mikanai,85.04971,27.41246,427,1
1935,Mikanai,85.04885,27.41326,427,1
1936,Mikanai,85.04812,27.41445,426,1
1937,Mikanai,85.04903,27.41214,425,1
1938,Mikanai,85.04959,27.4124,428,1
1939,Mikanai,85.0472,27.41265,424,1
1940,Mikanai,85.04739,27.41236,424,1
1941,Mikanai,85.04774,27.41186,426,1
1942,Mikanai,85.04786,27.41153,424,1
1943,Mikanai,85.04845,27.41176,426,1
1944,Mikanai,85.04862,27.4119,428,1
1945,Mikanai,85.04588,27.41459,425,1
1946,Mikanai,85.04546,27.4158,429,1
1947,Mikanai,85.04536,27.41869,432,1
1948,Mikanai,85.04517,27.41944,435,1
1949,Mikanai,85.0448,27.42135,426,1
1950,Mikanai,85.04327,27.42122,428,1
1951,Mikanai,85.04316,27.42114,425,1
1952,Mikanai,85.04414,27.42244,427,1
1953,Mikanai,85.04384,27.42333,434,1
1954,Mikanai,85.04362,27.42508,434,1
1955,Mikanai,85.04339,27.42552,429,1
1956,Mikanai,85.04311,27.42486,429,1
1957,Mikanai,84.98891,27.43254,384,1
1958,Mikanai,84.43591,27.68026,190,1
1959,Mikanai,84.43707,27.68011,191,1
1960,Mikanai,84.44983,27.67838,184,1
1961,Mikanai,84.45052,27.68018,186,1
1962,Mikanai,84.51225,27.62188,176,1
1963,Mikanai,84.45256,27.68461,183,1
1964,Mikanai,84.51041,27.6299,175,1
1965,Mikanai,84.51198,27.63925,179,1
1966,Mikanai,84.5098,27.63939,180,1
1967,Mikanai,84.51261,27.63941,185,1
1968,Mikanai,84.4918,27.63195,177,1
1969,Mikanai,84.49006,27.63073,162,1
1970,Mikanai,84.48973,27.62972,164,1
1971,Mikanai,84.45459,27.66022,176,1
1972,Mikanai,84.45476,27.65997,196,1
1973,Mikanai,84.56741,27.60997,187,1
1974,Mikanai,84.56577,27.61159,179,1
1975,Mikanai,84.56315,27.61196,169,1
1976,Mikanai,84.5626,27.61196,168,1
1977,Mikanai,84.56199,27.61091,182,1
1978,Mikanai,84.56125,27.61734,178,1
1979,Mikanai,84.56032,27.61999,174,1
1980,Mikanai,84.56252,27.61885,178,1
1981,Mikanai,84.56565,27.62243,178,1
1982,Mikanai,84.56943,27.62495,176,1
1983,Mikanai,84.42315,27.68001,181,1
1984,Mikanai,84.42154,27.68714,183,1
1985,Mikanai,84.41777,27.68109,187,1
1986,Mikanai,84.37387,27.70644,151,1
1987,Mikanai,84.37434,27.70303,158,1
1988,Mikanai,84.37199,27.7025,160,1
1989,Mikanai,84.37129,27.7028,157,1
1990,Mikanai,84.37046,27.70435,157,1
1991,Mikanai,84.36989,27.7055,159,1
1992,Mikanai,84.12897,27.63176,132,1
1993,Mikanai,83.87518,27.58755,120,1
1994,Mikanai,85.03226,27.4123,417,1
1995,Mikanai,85.0289,27.4219,438,1
1996,Mikanai,85.0292,27.4219,438,1
1997,Mikanai,85.02557,27.41427,424,1
1998,Mikanai,85.02618,27.41432,422,1
1999,Mikanai,85.02531,27.41446,424,1
2000,Mikanai,85.02432,27.41461,414,1
2001,Mikanai,85.0232,27.41501,416,1
2002,Mikanai,85.05007,27.41195,429,1
2003,Mikanai,85.05022,27.41175,431,1
2004,Mikanai,85.05007,27.41195,429,1
2005,Mikanai,85.04971,27.41246,427,1
2006,Mikanai,85.04885,27.41326,427,1
2007,Mikanai,85.04812,27.41445,426,1
2008,Mikanai,85.04903,27.41214,425,1
2009,Mikanai,85.04959,27.4124,428,1
2010,Mikanai,85.0472,27.41265,424,1
2011,Mikanai,85.04739,27.41236,424,1
2012,Mikanai,85.04774,27.41186,426,1
2013,Mikanai,85.04786,27.41153,424,1
2014,Mikanai,85.04845,27.41176,426,1
2015,Mikanai,85.04862,27.4119,428,1
2016,Mikanai,85.04588,27.41459,425,1
2017,Mikanai,85.04546,27.4158,429,1
2018,Mikanai,85.04536,27.41869,432,1
2019,Mikanai,85.04517,27.41944,435,1
2020,Mikanai,85.0448,27.42135,426,1
2021,Mikanai,85.04327,27.42122,428,1
2022,Mikanai,85.04316,27.42114,425,1
2023,Mikanai,85.04414,27.42244,427,1
2024,Mikanai,85.04384,27.42333,434,1
2025,Mikanai,85.04362,27.42508,434,1
2026,Mikanai,85.04339,27.42552,429,1
2027,Mikanai,85.04311,27.42486,429,1
2028,Mikanai,84.98891,27.43254,384,1
2029,Mikanai,84.37387,27.70644,151,1
2030,Mikanai,84.37434,27.70303,158,1
2031,Mikanai,84.37199,27.7025,160,1
2032,Mikanai,84.37129,27.7028,157,1
2033,Mikanai,84.37046,27.70435,157,1
2034,Mikanai,84.36989,27.7055,159,1
2035,Mikanai,84.12897,27.63176,132,1
2036,Mikanai,83.87518,27.58755,120,1
2037,Mikanai,84.440385,27.710833,218,1
2038,Mikanai,84.438466,27.711733,206,1
2039,Mikanai,84.43515,27.071345,193,1
2040,Mikanai,84.5044,27.59485,168,1
2041,Mikanai,84.49445,27.6375,174,1
2042,Mikanai,84.49323,27.6384,175,1
2043,Mikanai,84.48978,27.64283,178,1
2044,Mikanai,84.48918,27.64296,178,1
2045,Mikanai,84.48641,27.6432,179,1
2046,Mikanai,84.48388,27.6428,178,1
2047,Mikanai,84.4943,27.6441,176,1
2048,Mikanai,84.44623,27.71338,209,1
2049,Mikanai,84.44665,27.71528,216,1
2050,Mikanai,84.447538,27.71591,212,1
2051,Mikanai,84.41783,27.69623,168,1
2052,Mikanai,84.421583,27.6988,167,1
2053,Mikanai,84.216233,27.6619,141,1
2054,Mikanai,84.21685,27.66313,142,1
2055,Mikanai,84.2167,27.66628,142,1
2056,Mikanai,84.4372,27.615833,181,1
2057,Mikanai,84.437183,27.6155,182,1
2058,Mikanai,84.449617,27.677833,194,1
2059,Mikanai,84.43775,27.615083,182,1
2060,Mikanai,84.436683,27.617133,183,1
2061,Mikanai,85.0346,27.41101,415,1
2062,Mikanai,85.041183,27.40935,418,1
2063,Mikanai,85.079383,27.4288,615,1
2064,Mikanai,84.438033,27.636533,183,1
